,0
224,-0.0038149164624502125
225,0.0049320632861084
226,-0.0012828431024117682
227,-0.007442375894610499
228,-0.005139759495460758
229,0.009955874035578028
230,-0.006129053988682282
231,-0.007982342284179333
232,-0.0032073519636716583
233,-0.004733173794985497
234,-0.004404125274570523
235,0.0042206545714981464
236,0.00506725261911192
237,-0.004047836931817202
238,-0.0027056042302436535
239,-0.006605500797649619
240,-0.005106993726597848
241,-0.0036297712485292644
242,-0.008296433338598865
243,-0.0027763756399363073
244,-0.004864892081131187
245,0.011843747848088938
246,-0.003346340402965717
247,0.0006350990478490258
248,-0.0020769792269386767
249,-0.003005844010588781
250,-0.003451167343674982
251,-0.008037846443117646
252,0.0008970584235418001
253,-0.008061226843524843
254,0.004182665391879492
255,-0.009970688192237929
256,-0.007695718750809891
257,0.005271575342463857
258,-0.005488139347889383
259,0.0021590706657321655
260,-0.002971566445871902
261,0.0034445202779764743
262,-0.005040719385366213
263,-0.0031045199034440345
264,0.0034099133936337737
265,0.004004558745441013
266,0.00019979033277241323
267,-0.008971228519274068
268,0.010952787430925119
269,0.006547128146900598
270,-0.007102960347070724
271,0.006185308603625557
272,0.004011414856234229
273,-0.0006651671203763382
274,0.005283457306578514
275,-0.001315414531439167
276,0.006455610921441392
277,-0.0018497447689634072
278,0.0036817161942080717
279,0.003075089143318888
280,0.0012689010823530894
281,-0.003845573997411316
282,-0.004816981118110507
283,0.00602751486662474
284,-0.002336393182366273
285,0.001110996946960389
286,0.0008372716616871053
287,-0.0031908789882577394
288,-0.0006696914551506796
289,-0.002813455385535222
290,0.009739307376728368
291,-0.009959076177333135
292,0.013328336863443804
293,0.0054875828001128705
294,-0.003920966301981825
295,-0.002079513446211035
296,-0.00017294066455914766
297,-0.005076806373863963
298,-0.007184002437423983
299,0.007382403212305568
300,-0.0024040820609743377
301,0.0013650053579456057
302,0.026151083839497408
303,-0.0014396489541321316
304,-0.0047338680012946315
305,-0.00694775242170502
306,-0.004422910078366761
307,0.009603477110422635
308,0.005128768165491983
309,0.0068889409228680264
310,-0.001493198811473891
311,0.002325934591156579
312,-0.0014030327719853394
313,-0.0007591318894933532
314,-0.0012715264221575544
315,0.008141566068512488
316,0.009314078173490685
317,-0.0008421339577773607
318,-0.010108022053841368
319,0.00017039146123475337
320,0.000216535862519361
321,0.009639746542048161
322,0.00696242185173993
323,0.0023702073181575338
324,0.012086474907863224
325,0.016598715442802246
326,0.004882798496837968
327,0.004161025172658763
328,0.0017107797651928617
329,-0.008619466914548249
330,0.011171301463815425
331,0.009218984350012503
332,-0.0031960264884004436
333,-0.004812304990594275
334,-0.008310761425866729
335,-0.007935986360301954
336,-0.0019868324297843466
337,-0.003924783150581627
338,0.006267709626592142
339,0.002198231815055965
340,-0.004773844920247201
341,-0.003537515987481693
342,0.005109724912290491
343,-0.005971586855855216
344,-0.0010637004736193019
345,-0.014709346884216897
346,-0.00570417939293699
347,-0.0014563772042215492
348,-0.0026610629898449977
349,-0.0028991892540237577
350,0.008567327096025017
351,0.009077894782154029
352,-0.008270699635279601
353,0.006774986730919129
354,-0.008557173716645005
355,0.00027611363002782936
356,-0.006295408806771725
357,-0.0032821373998694835
358,0.000228802425011879
359,-0.0019731847904843314
360,-0.00892128012376188
361,-0.004910821101806158
362,-0.0016338650329210506
363,-0.003481678245220852
364,0.015556355798649349
365,-0.002070710603665309
366,-0.0018869219471247943
367,-0.0010370671771413483
368,-0.007805047276847456
369,-0.004194695488905626
370,0.002000340303706333
371,-0.008371277943355177
372,-0.0018382320976635795
373,-0.004506264224998657
374,-0.0017631589422666437
375,-0.0012399886552679838
376,-0.006805037198417995
377,-0.006351396114983259
378,0.004286197527382043
379,0.002655739892035649
380,-0.002308386585084289
381,-0.0009997304312067917
382,0.004474924685576102
383,0.0012765938149582685
384,-0.009542477257082129
385,0.0026565243427829595
386,-0.010777076910316059
387,-0.0017418356930455664
388,0.004903304846002772
389,0.002514115281507108
390,0.0021931664387638506
391,0.0035151993599978238
392,0.013761492840521717
393,-0.005172465968433441
394,0.0072029434010699
395,-0.0036055207025260287
396,-0.002342882963009998
397,-0.001605938970996206
398,0.012973507769746522
399,-0.0028675953107842552
400,0.003937143595802972
401,0.005726239501218467
402,0.002805241610862766
403,-0.005262089526028983
404,-0.003133240010218269
405,0.000963704836182368
406,-0.0015696334276482005
407,-0.006893501220481151
408,0.0013633892263411915
409,0.0020259671347982898
410,-0.0009668026663275101
411,0.004207543974603756
412,-0.0006154466653692104
413,0.006756534377680608
414,-0.012783939043504503
415,0.011415221556752796
416,-0.004348137149550704
417,0.005219081384095726
418,-0.001639748337492174
419,-0.0007309534943141237
420,-0.009079116555021978
421,-0.002094225166200435
422,0.001612978852454141
423,0.0076952651996122804
424,0.004915916896698821
425,-0.0036907895827581385
426,-0.0043786472652087615
427,-0.007573673929087175
428,0.002110446511865515
429,-0.006601482487793893
430,0.0054334126545151065
431,0.01597295074652438
432,-0.009565261630159706
433,-0.005407664417405428
434,0.00931225447636118
435,0.002188248789272194
436,-0.001151484874252947
437,0.002113408155754525
438,0.005226679669103821
439,0.005683035419817503
440,0.0017084715169632743
441,-0.0002848184360920852
442,-0.00700402805186822
443,-0.0013236942028871013
444,-0.0010110945175245212
445,-0.006467531328331797
446,-0.004002543076367643
447,-0.005355348092130438
448,-0.001268913865100316
449,-0.0017707730116537335
450,-0.0031084288401905086
451,-0.002134764116127581
452,-0.001796486889976094
453,0.0006285014312463336
454,0.0008747055435627663
455,0.000782312332958522
456,-0.0010758036863576987
457,-0.003623253718866442
458,0.0003519636065783843
459,-0.0021957905471912337
460,-0.0037237367103236906
461,0.004924129897106537
462,-0.0037826781246725156
463,0.011032514438029875
464,-0.003023112447497493
465,-0.0014831228126569933
466,0.0092202382702953
467,-0.00437234041246066
468,-0.004448977385874203
469,-0.0007820853395620434
470,-0.0017739747022539254
471,-0.0004253350866563341
472,0.0035302478825671077
473,-0.001996439247126391
474,0.006145001957536771
475,0.0018640647581130063
476,-0.00603346927241976
477,0.002332954810742121
478,0.00032593717325222457
479,0.003601031967187782
480,-0.0030540948261458738
481,-0.0020482689582179514
482,-0.0012874907190389934
483,0.007808270592499459
484,-0.0028373488962329667
485,-0.0033449105903405195
486,0.0005133177271270654
487,0.0065667898315508195
488,0.00563199467543669
489,-0.010479012139814664
490,-0.008664043497088058
491,0.003634341505449425
492,-0.003548608556054985
493,0.0024786175136098224
494,0.00333558212541745
495,0.0025042269397469907
496,-3.121978052484403e-05
497,-0.004348456387001079
498,0.004034692495496659
499,0.007585788345547171
500,-0.009024064088402155
501,-0.0007367773242744142
502,-0.0055597916389273925
503,0.0023657793107423595
504,0.0003800744288824768
505,-0.002363772864667713
506,0.01005581202140558
507,-0.0035593394994569466
508,0.0001413365027444567
509,0.005712282180024335
510,0.011612543570242063
511,0.0060452490125101005
512,-0.0034790133020913875
513,0.0011826155824079926
514,0.0035478253597034455
515,0.003712698546068328
516,-0.0030738114515660255
517,0.0015813214137160721
518,0.001865567714989119
519,0.01277097692833874
520,-0.007975630866314486
521,-0.010792661420516426
522,-0.0037315958255557794
523,0.004898514185584335
524,0.008746406404192083
525,-0.007317528914801064
526,0.0048193527557382435
527,0.0013215116148267726
528,0.007955693835658403
529,0.0021984104496757884
530,-0.0031953218447497685
531,0.020413861642671286
532,-0.004939856081918122
533,0.0029979964350476044
534,0.003744373812289388
535,0.004038513129933262
536,0.002186294016400811
537,0.00021149625260552283
538,-0.0032130432800603426
539,0.012369845794322662
540,-0.0013548773286005083
541,-0.005722014964701419
542,-0.006693263366073678
543,-0.0004426580427536308
544,0.003633106333607796
545,-0.005237580675551439
546,-0.0006074131105385731
547,-7.06988601982233e-05
548,-0.0005495868401135815
549,0.000753288195801774
550,0.004974457652928369
551,0.0038426243618975547
552,-0.0017461878224605191
553,-0.00534296610384024
554,-0.006269488701796671
555,-0.0042468140373125365
556,-0.005082594402099211
557,-0.010468524154992182
558,-0.00045196552857643065
559,0.00831875367105809
560,0.014384011605201865
561,-0.006549734050469846
562,0.011331797653160584
563,-0.0006518924314263392
564,0.004083462918423942
565,-0.000174714179237475
566,-0.0035304493392051325
567,-0.003905958088996931
568,-0.004370540890196868
569,0.012089105150826212
570,-0.0017185738141677984
571,0.005487007107858564
572,-0.01030903641806458
573,0.00043947956590458757
574,-0.0010501381018428852
575,0.013443399115844568
576,-0.005301436310996651
577,0.007520079189222312
578,-0.0046799474005098304
579,0.0005535261365678852
580,0.005488501129731996
581,-0.007680440088589301
582,-0.006478453457155592
583,0.006123531087499738
584,0.0052913470975672755
585,0.004527166856705538
586,0.0038067033556198272
587,-0.011707031242617965
588,-0.0009303092496017356
589,-0.0020740916712929376
590,0.0012497849838166224
591,0.002118684048321217
592,0.00018479647645779437
593,0.006816847401461909
594,-0.0019238004343895727
595,0.0046313492943569675
596,0.0008738171772280151
597,0.009365506668669235
598,-0.0009099257268264002
599,0.005263254039724537
600,-0.002544027488499517
601,0.001439364484875517
602,-0.006191488564847195
603,0.002316224919880076
604,-0.0005879494397341302
605,0.017764093919563025
606,-0.0020343836948287074
607,-0.008134135962050827
608,-0.006571486619410461
609,-0.0044903231619879
610,-0.004303249190732748
611,0.004033631950701857
612,0.0014077362812417542
613,-0.0013479471541633383
614,0.0007679498205015792
615,0.020056027601718502
616,0.0014141371311965384
617,-0.0015634860150173556
618,-0.0024768810694307457
619,-0.004776458971384888
620,0.010151776448945472
621,-0.005541157367783261
622,-0.0022883078699306746
623,-0.00011158044013867784
624,0.010699515515609569
625,-0.0004699189331431569
626,0.005276714233503143
627,0.0030516366384947683
628,-0.0031195755640786573
629,-0.00793082371489176
630,0.00045206537337498043
631,-0.0005916129313892426
632,-0.004093645760558472
633,0.010052974134414002
634,-0.00013499733126360607
635,-0.003064690635368123
636,-0.0009531415303653774
637,0.00197139664259538
638,0.0004877739275983026
639,0.0068853303591560125
640,-0.005645775099357618
641,-0.00027121685409468144
642,0.0009615693798238096
643,0.012672825345988872
644,-7.001448201984588e-05
645,-0.0008143270379615068
646,-0.00325956590679998
647,0.006272152379411812
648,-0.003927258030948166
649,0.0017848275150744327
650,-0.0038058712454438095
651,-0.0019185858606626206
652,0.010184942028956296
653,0.00020813969659656852
654,-0.009504236797561825
655,-0.005205637941300647
656,-0.0028031445027165785
657,-0.0033640918897939135
658,0.010052096480111157
659,0.0011125075107834635
660,-0.0044205959595344175
661,-0.005889191108485053
662,-0.002204546418866666
663,0.016329524370979953
664,-0.007033239593041226
665,0.0030575373886129785
666,-0.006203651296552143
667,-0.006927833699342845
668,0.007217134369566647
669,-0.005787157889991666
670,-0.0014274060484497633
671,0.0035951852103664073
672,-0.0002553154849046926
673,0.009831000884721006
674,0.0028460870201860384
675,-0.006367188590891007
676,0.009404302550598263
677,0.003648355235621325
678,-0.005507410822938586
679,0.0031645316474795547
680,-0.002847002372275828
681,0.006571376712949206
682,0.0006837820097325006
683,-0.0014471185361693022
684,0.0011598979002207094
685,-0.009772408186780856
686,-0.006985125100900712
687,0.0035348669456664785
688,-0.010003770810792517
689,0.0008742719957449418
690,0.0017244612574241385
691,-0.005194705124282761
692,-0.001932391010144196
693,-0.004155014721651879
694,0.003254949504988573
695,-0.010884221302969102
696,-0.003120300175511533
697,-0.006739090702197312
698,0.0008219724901631908
699,-0.0027358420845898053
700,0.006890866820779529
701,-0.002845778001374186
702,-0.004995858689422495
703,0.0012733790820379236
704,-0.005771242102778319
705,-0.005220499744033683
706,0.005308812930692176
707,-0.007221616902445935
708,-0.002814196284187861
709,0.0006617382522412401
710,-0.006398911344924649
711,-0.0013940971520157632
712,0.009263624605976442
713,-0.004325986088376806
714,-0.007007074270561283
715,-0.0037955394987977007
716,0.0003232431409574084
717,0.02001040902184283
718,0.006967135095493658
719,-1.3068675286382889e-05
720,-1.584705013383883e-05
721,-0.00530396911856855
722,0.0033001291771177503
723,0.001467124061189333
724,-0.0008351101813908931
725,0.008404444276826472
726,-0.005558791879241865
727,0.018750766751541036
728,0.0028712092452653835
729,-0.0043238578306130405
730,-0.00294266320558271
731,-0.0038411848244833124
732,-0.005462141019207515
733,0.001037267962300512
734,-0.005672724312101618
735,-0.011391112493550095
736,-0.004889766214597844
737,-0.006855356709980675
738,0.004774055372173315
739,0.008060290143350026
740,0.007478865294554932
741,0.00047843155746547344
742,0.0002782028874581673
743,0.010667229102688068
744,0.0007433036864755521
745,0.009779673211737531
746,-0.007085419105586263
747,-0.0003461922258478922
748,0.004795751223613835
749,0.003975045374367983
750,0.001181291170961428
751,-0.0013860362583705645
752,-0.007997962771584549
753,-0.0011281944838037585
754,0.009107058377533034
755,-0.0018577461360732178
756,-0.005365113392894506
757,-0.004180361917923269
758,-0.0044311344580461424
759,-0.002904066971230875
760,-0.002866410419220026
761,-0.0012936884069446183
762,-0.00822349822435558
763,0.0017491453812856599
764,-0.005209320920378307
765,0.0055595367240293915
766,0.012521137070203784
767,0.0009146265067993084
768,-0.011520150625167848
769,-0.0025156295269687535
770,0.00026425523507889046
771,-0.006376414297463097
772,-0.005409061042605402
773,-0.0012385011223881874
774,-0.0023973478088714652
775,-0.007925525656202366
776,-0.003173862414603945
777,-0.004670659952841651
778,0.007927699165567327
779,-0.0083224858998021
780,-0.001670453331365431
781,0.0027164124014952534
782,0.001102557486400534
783,-0.001882766275469335
784,-0.011977128188396323
785,0.0057433179921458945
786,-0.0011767424018639793
787,0.006303790565005977
788,0.002618191645143914
789,-0.00901286663049668
790,-0.00784592877071251
791,0.0005958250021294406
792,0.0023946236780307416
793,-0.004989059940977118
794,-0.0016726120429852846
795,-0.002234734578107671
796,0.004386501478988945
797,0.0037363593983133206
798,0.009815310847669751
799,-0.009447449419691499
800,-0.011168389603462139
801,0.00025585487931940323
802,0.003875875315492355
803,0.0002679631958972869
804,0.004669891193271613
805,0.008176634984439282
806,-0.014748490522285641
807,-0.0016826658801842999
808,0.0024220539635295088
809,-0.0013812186378200561
810,0.0011390345429892956
811,-0.0022282471537713776
812,-0.002786894886061424
813,0.0017549050551872072
814,-0.005629016103810586
815,-0.000991607289621756
816,-0.0030438127030826727
817,0.002518227130676645
818,-0.004529757771615998
819,0.016517062091208557
820,0.00428448122259716
821,-0.004308171101080375
822,0.010722450669078228
823,-0.006808141298634595
824,-0.007109455929793175
825,-0.0005039668367452858
826,-0.002345254291172623
827,0.00220021716330009
828,-0.0035121951151205495
829,0.009518248692213753
830,-0.005850422714865085
831,-0.0031349839093086232
832,-0.001393667470920569
833,-0.005118273212162691
834,-0.0069080385480361235
835,0.009052315005691751
836,0.009880013854182057
837,-0.01018054177004024
838,-0.007758894777530711
839,-0.005933106307184359
840,-0.0009282253029520368
841,-0.0002644230766296998
842,-0.005307117647960831
843,-0.0036947544662225755
844,-0.004179575089749075
845,-0.00019835655886850772
846,-0.007285544763877225
847,-0.0056086861660723
848,0.009813811551723336
849,-1.901351033360447e-05
850,-0.002018922025742887
851,-0.005888517819105263
852,0.005033564121642721
853,0.00881344992602829
854,-0.007139291634386548
855,0.0026404856689332804
856,0.0028335759805607525
857,-0.001174282330772264
858,-0.008723484074527482
859,-0.0034054469909232817
860,0.015887611666765514
861,-0.003395729076287026
862,-0.004304238830056579
863,0.00876194127381365
864,0.00351142182327044
865,0.004737134083826396
866,0.002710204390458155
867,0.008647082774665952
868,-0.004588366161022482
869,0.0026828833462553135
870,7.502617538277993e-06
871,0.01064527211542946
872,-0.009107183197409474
873,-0.0004233338164047503
874,-0.002507826660945739
875,-0.009108742491832578
876,0.005809019615503298
877,-0.0015807256023353396
878,0.0008297201621243305
879,-0.0039338036704985755
880,-0.008047765574396546
881,0.00949863031481433
882,-0.004673899498968084
883,-0.0005647462575596083
884,0.007509353225457247
885,0.014756014427349404
886,0.0011010327965583426
887,-0.0026749818855173377
888,0.0029232690199515006
889,0.006657701593155364
890,-0.000969516166404761
891,0.0020647390616770514
892,-0.006693302794882785
893,-0.007455621586884999
894,0.0016272952148297269
895,0.008859980740638875
896,-0.009452695222395011
897,-0.00012929234821766738
898,-0.002641653847321128
899,-0.009449565426455453
900,-0.001327999533439896
901,0.00010086574565258927
902,-6.001257984100706e-05
903,-0.0034243896570267285
904,-0.0034631190413332903
905,-0.0022030148979229635
906,0.0019735688745622427
907,-0.0021487850947703143
908,0.01108639483999053
909,-0.007180372887937248
910,0.004147350910400828
911,-0.0011729173805991278
912,-0.0073403525372265545
913,0.0005212807645683743
914,-0.0019149616446221666
915,-0.0016888147168191794
916,-0.007280203111463125
917,-4.3723537446702046e-05
918,0.010552582682626406
919,0.0035013943223258705
920,-0.00433176045910068
921,0.005253599383118351
922,-0.0002821067169078244
923,-0.0009663501774480426
924,0.0076006774047919935
925,-0.007864446832684046
926,-0.0012986501800054755
927,-0.0003660635543068552
928,0.004062922443526521
929,0.004457002003306227
930,0.010819656511674436
931,-0.0035673473738464913
932,0.0029272025628392195
933,-0.000813087021249888
934,0.00011541466642743196
935,0.0005978429719146574
936,-0.007156234941653143
937,0.00316461554148226
938,-0.0030304930088301033
939,0.002696553496927917
940,0.014358218358550718
941,-0.0041134335986080075
942,0.005001462822885569
943,-0.006572125735641491
944,0.0018852825020683143
945,-0.006506844641420607
946,-0.0017472147884376853
947,0.007338339758650576
948,0.0021679927019152166
949,0.0039674102252473635
950,-0.0016820079540981305
951,0.00023912651950570426
952,0.011322581458689002
953,0.007481903717070563
954,-0.0022054395455476323
955,0.00528882386131054
956,0.003295639531153566
957,-0.0005698881387051973
958,0.0024403789068766194
959,-0.002195207151088029
960,-0.0008313657180037411
961,4.6374393570667416e-07
962,-0.002778164817983129
963,-0.0046920542413696155
964,-0.004763138454313675
965,-0.005409235489932097
966,-0.0056842813419154675
967,-0.005751910722742554
968,-0.0015160589002612228
969,-0.002416635540472778
970,0.0029094927807316955
971,0.006604873100395836
972,0.004166255655675812
973,-0.005843160283078287
974,0.00015839883131444412
975,0.0037631107349715585
976,0.005946525385254506
977,0.002401697203813227
978,-0.008379546143863964
979,0.005630014074693776
980,-0.008621335551251122
981,0.0024288202490874954
982,-0.0010488510077352766
983,0.0009491382801964539
984,0.0016678883313281543
985,-0.009377189651399366
986,0.0034271107649634274
987,0.010911746624536858
988,-0.0032899602186490335
989,-0.0003494815576940159
990,-0.0058019920793911505
991,0.01029988285066858
992,0.0037178524019071415
993,-0.005733732257068458
994,0.0003692618385514329
995,-0.004155125313250934
996,0.004620869764033616
997,-0.01135060166115414
998,0.0018139125918356445
999,0.0026410604425465864
